Name,SWIFT,Countries,Maximum Transaction History,GoCardless account selection,Pending Transactions,Private Accounts,Business Accounts,Corporate Accounts,Institution_id,Unique aspects of bank
Mediobanca Banca di Credito Finanziario,BAMEITMM,IT,730,Yes,Yes,Yes,Yes,Yes,MBDCF_BAMEITMM,
Mediobanca Premier,MICSITM1,IT,90,Yes,Yes,Yes,No,No,CHEBANCA_MICSITM1,
Melhus Sparebank,MELHNO21,NO,90,No,Yes,Yes,Yes,Yes,MELHUS_SPAREBANK_MELHNO21,
Memo Bank,MEMOFRP2,FR,730,No,No,No,Yes,Yes,MEMOBANK_MEMOFRP2,
Mendener Bank,GENODEM1MEN,DE,400,Yes,No,Yes,Yes,Yes,MENDENER_BANK_GENODEM1MEN,
Merck Finck Privatbankiers,MEFIDEMMXXX,DE,90,No,No,Yes,No,No,MERCK_FINCK_MEFIDEMM,
Merkur Andelskasse,MEKUDK21,DK,730,Yes,Yes,Yes,Yes,Yes,MERKUR_ANDELSKASSE_MEKUDK21,
Metro Bank,MYMBGB2L,GB,730,No,No,Yes,No,No,METRO_MYMBGB2L,API not available for business branches 
Mettle,NWBKGB2L,GB,730,No,Yes,Yes,Yes,No,METTLE_NWBKGB2L,
Middelfart Sparekasse,MISPDK21,DK,720,Yes,No,Yes,Yes,Yes,MIDDELFART_SPAREKASSE_MISPDK21,
Milleis Banque,PRIVFRPP,FR,730,Yes,Yes,Yes,No,No,MILLEIS_PRIVFRPP,
Millennium BCP,BCOMPTPL,PT,90,No,No,Yes,Yes,Yes,MILLENIUMBCP_BCOMPTPL,
Mittelbrandenburgische Sparkasse in Potsdam,WELADED1PMB,DE,360,No,Yes,Yes,Yes,Yes,SPK_MITTELBRANDENBURGISCHE_WELADED1PMB,
Monabanq,CMCIFRP1MON,FR,90,Yes,No,Yes,No,No,MONABANQ_MONNFR22,"This provider offers 2 types of strong customer authentication (SCA):
For private customers: they can get access_token which lasts 90 days, but the user might choose to set it to 24 hours.
For business customers: systematic SCA is enabled by default, the access_token is valid for 24 hours, but it can be changed and set to be 90 days, just like it is for individuals.
Knowledge article reference: https://bankaccountdata.zendesk.com/hc/en-gb/articles/11529729857820-Euro-Information-OB-provider"
Monese,MNEEGB21,GB,730,No,Yes,Yes,No,No,MONESE_MNEEGB21,The connection can be established only if a mobile device is used for the full flow due to the banks API
Monese,MNEEBEB2,NO SE FI DK EE LV LT NL CZ ES PL BE DE AT BG HR CY FR GR HU IS IE IT LI LU MT PT RO SK SI,730,No,Yes,Yes,No,No,MONESE_MNEEBEB2,The connection can be established only if a mobile device is used for the full flow due to the banks API
Moneta Money Bank,AGBACZPP,CZ,730,Yes,Yes,Yes,Yes,Yes,MONETA_AGBACZPP,
Monzo,MONZGB2L,GB,730,No,Yes,Yes,Yes,No,MONZO_MONZGB2L,"Pot accounts aren't part of banks AIS API as they're not payment accounts. Virtual cards can be attached to pots, these transactions appear as part of the main account's transaction response. The bank only returns full historic transactions upon the first request."
Morrow Bank,NDEASESS,SE,730,No,No,Yes,No,No,MORROW_NDEASESS,
Morrow Bank,NDEAFIHH,FI,730,No,No,Yes,No,No,MORROW_NDEAFIHH,
Morrow Bank,NDEANOKK,NO,730,No,No,Yes,No,No,MORROW_NDEANOKK,
MyBank ASA,MYASNOK1,NO,720,Yes,No,Yes,Yes,Yes,MYBANK_ASA_MYASNOK1,
Märkische Bank,GENODEM1HGN,DE,400,Yes,No,Yes,Yes,Yes,MARKISCHE_BANK_GENODEM1HGN,
Møns Bank,MONSDK21,DK,730,Yes,Yes,Yes,Yes,Yes,MONS_BANK_MONSDK21,
Münchner Bank,GENODEF1M01,DE,400,Yes,No,Yes,Yes,Yes,MUNCHNER_BANK_GENODEF1M01,
Müritz-Sparkasse,NOLADE21WRN,DE,360,No,Yes,Yes,Yes,Yes,MURITZ_SPARKASSE_NOLADE21WRN,
N26 Bank,NTSBDEB1XXX,US GB NO SE FI DK EE LV LT NL CZ ES PL BE DE AT BG HR CY FR GR HU IS IE IT LI LU MT PT RO SK SI,730,Yes,No,Yes,Yes,No,N26_NTSBDEB1,Transaction older than 90 days will be available only in the first 15 minutes after establishing the connection
NK Nycklen Mastercard,SKHSFI21,SE,390,No,Yes,Yes,No,No,NK_NYCKLEN_MASTERCARD_SKHSFI21,
NK Nycklen Mastercard,SKHSFI21,SE,390,No,Yes,Yes,No,No,NK_NYCKLEN_MASTERCARD_DECOUPLED_SKHSFI21,
NLB Banka,LJBASI2X,SI,730,No,No,Yes,Yes,Yes,NLB_LJBASI2X,
NORD/LB,NOLADE2HXXX,DE,360,No,Yes,Yes,Yes,Yes,NORD_LB_NOLADE2HXXX,
Nagelmackers,BNAGBEBBXXX,BE,730,Yes,Yes,Yes,Yes,Yes,NAGELMACKERS_BNAGBEBBXXX,
Nassauische Sparkasse,NASSDE55XXX,DE,360,No,Yes,Yes,Yes,Yes,NASSAUISCHE_SPARKASSE_NASSDE55XXX,
National Bank of Greece,ETHNGRAAXXX,GR,730,No,Yes,Yes,Yes,Yes,NBG_ETHNGRAAXXX,
National-Bank,NBAGDE3EXXX,DE,400,Yes,No,Yes,Yes,Yes,NATIONAL_BANK_NBAGDE3E,
Nationwide,NAIAGB21,GB,449,No,Yes,Yes,No,No,NATIONWIDE_NAIAGB21,TransactionId changing between a 'pending' and 'booked' state is expected behaviour.
Natwest,NWBKGB2L,GB,730,No,Yes,Yes,Yes,No,NATWEST_NWBKGB2L,"NatWest Group has a 40 minute window in the early hours of the morning, between 02:00 and 02:40, when the core Banking platforms maintenance and housekeeping is done. Although our API's remain available we always see a small percentage of failures during this period. 2) When there is no transaction_id, the transaction is still in mutable state and does not contain full information.
When it gets settled, then missing fields gets added. "
Natwest Bankline,NWBKGB2L,GB,730,No,Yes,No,No,Yes,NATWEST_CORP_NWBKGB2L,"NatWest Group has a 40 minute window in the early hours of the morning, between 02:00 and 02:40, when the core Banking platforms maintenance and housekeeping is done. Although our API's remain available we always see a small percentage of failures during this period."
Natwest ClearSpend,NWBKGB2L,GB,730,No,Yes,No,Yes,No,NATWEST_CS_NWBKGB2L,"NatWest Group has a 40 minute window in the early hours of the morning, between 02:00 and 02:40, when the core Banking platforms maintenance and housekeeping is done. Although our API's remain available we always see a small percentage of failures during this period."
Natwest International,RBOSGIGI,GB,730,No,Yes,Yes,Yes,No,NATWEST_INTERNATONAL_RBOSGIGI,"NatWest Group has a 40 minute window in the early hours of the morning, between 02:00 and 02:40, when the core Banking platforms maintenance and housekeeping is done. Although our API's remain available we always see a small percentage of failures during this period."
Nest Bank Corporate,NESBPLPW,PL,730,No,Yes,Yes,Yes,Yes,NEST_BANK_CORPORATE_NESBPLPW,
Nest Bank Private,NESBPLPW,PL,730,No,Yes,Yes,Yes,Yes,NEST_BANK_NESBPLPW,
Neteller,NETEGB21,US GB NO SE FI DK EE LV LT NL CZ ES PL BE DE AT BG HR CY FR GR HU IS IE IT LI LU MT PT RO SK SI,730,Yes,Yes,Yes,No,No,PAYSAFE_NETEGB21,
Neuflize OBC,NSMBFRPPXXX,FR,120,Yes,Yes,Yes,Yes,Yes,NEUFLIZE_OBC_NSMBFRPPXXX,
Newpay card (Newday),NEWDUK00X15,GB,730,No,Yes,Yes,No,No,NEWDAY_NEWPAY_NEWDUK00X15,
Nickel Beta,FPELFR21,PT BE FR DE ES,730,Yes,No,Yes,No,No,NICKEL_FPELFR21,
Nidaros Sparebank,KLBUNO21,NO,720,Yes,No,Yes,Yes,Yes,NIDAROS_SPAREBANK_KLBUNO21,
Niederrheinische Sparkasse RheinLippe,WELADED1WES,DE,360,No,Yes,Yes,Yes,Yes,NIEDERRHEINISCHE_RHEINLIPPE_WELADED1WES,
Nord-Ostsee Sparkasse,NOLADE21NOS,DE,360,No,Yes,Yes,Yes,Yes,NORD_OSTSEE_SPK_NOLADE21NOS,
Nordea Business,NDEADKKK,DK,360,No,Yes,No,Yes,No,NORDEA_BUSINESS_NDEADKKK,
Nordea Business,NDEANOKK,NO,360,No,Yes,No,Yes,No,NORDEA_BUSINESS_NDEANOKK,
Nordea Business,NDEAFIHH,FI,360,No,Yes,No,Yes,No,NORDEA_BUSINESS_NDEAFIHH,For Finland an auto start token is not returned and The Client can start the Nordea ID automatically in the customer’s mobile device by calling a scheme URL.
Nordea Business,NDEASESS,SE,360,No,Yes,No,Yes,No,NORDEA_BUSINESS_NDEASESS,
Nordea Corporate,NDEADKKK,SE FI DK NO,450,No,Yes,No,No,Yes,NORDEA_CORPORATE_NDEADKKK,
Nordea Personal,NDEAFIHH,FI,360,No,Yes,Yes,No,No,NORDEA_NDEAFIHH,
Nordea Personal,NDEANOKK,NO,360,No,Yes,Yes,No,No,NORDEA_NDEANOKK,
Nordea Personal,NDEASESS,SE,360,No,Yes,Yes,No,No,NORDEA_NDEASESS,
Nordea Personal,NDEADKKK,DK,360,No,Yes,Yes,No,No,NORDEA_NDEADKKK,
Nordfyns Bank,NSBKDK21,DK,730,Yes,Yes,Yes,No,No,NORDFYNS_NSBKDK21,
Nordfyns Bank Corporate,NSBKDK21,DK,730,Yes,Yes,No,Yes,Yes,NORDFYNS_CORP_NSBKDK21,
Nordic Choice Club,SKHSFI21,SE,390,No,Yes,Yes,No,No,NORDIC_CHOICE_CLUB_SE_SKHSFI21,
Nordic Choice Club,SKHSFI21,SE,390,No,Yes,Yes,No,No,NORDIC_CHOICE_CLUB_SE_DECOUPLED_SKHSFI21,
Nordic Choice Club,SKHSFI21,NO,390,No,Yes,Yes,No,No,NORDIC_CHOICE_CLUB_NO_SKHSFI21,
Nordic Corporate Bank,NRCANOK2,NO,720,Yes,No,Yes,Yes,Yes,NORDIC_CORPORATE_BANK_NRCANOK2,
Norisbank,NORSDE51XXX,DE,365,No,Yes,Yes,Yes,Yes,NORISBANK_NORSDE51,
Novo Banco,BESCPTPL,PT,90,No,No,Yes,Yes,Yes,NOVOBANCO_BESCPTPL,Maintenance windows for the bank between 5:00 AM UTC to 6:00 AM UTC
Novo Banco Dos Açores,BESAPTPA,PT,90,No,No,Yes,Yes,Yes,NOVOBANCO_ACORES_BESAPTPA,Maintenance windows for the bank between 5:00 AM UTC to 6:00 AM UTC
Nykredit,NYKBDKKK,DK,730,Yes,Yes,Yes,Yes,Yes,NYKREDIT_NYKBDKKK,
Næringsbanken,IEVENO21,NO,720,Yes,No,Yes,Yes,Yes,NAERINGSBANKEN_IEVENO21,
OB Sandbox,FAST1000,XX,90,No,No,No,No,No,OB_FAST1000,
OBOS-banken AS,OBOSNOK1,NO,90,No,Yes,Yes,Yes,Yes,OBOS_BANKEN_OBOSNOK1,
ODDO BHF-Bank,BHFBDEFF500,DE,90,No,No,Yes,No,No,ODDO_BHF_BHFBDEFF,
OK-Q8 Bank,SWEDSESS,SE,90,No,Yes,Yes,Yes,Yes,OKQ8_SWEDSESS,
OP Corporate Bank,OKOYEE2X,EE,730,No,No,No,No,Yes,OP_BALTICS_OKOYEE2X,
OP Corporate Bank,OKOYLV2X,LV,730,No,No,No,No,Yes,OP_BALTICS_OKOYLV2X,
OP Corporate Bank,OKOYLT2X,LT,730,No,No,No,No,Yes,OP_BALTICS_OKOYLT2X,The bank currently only supports a 90-day consent. Longer consents will result in an error after 90 days expire.
OP Financial Group,OKOYFIHH,FI,729,No,No,Yes,Yes,Yes,OP_OKOYFIHH,
OTP Bank,OTPVHUHB,HU,730,Yes,No,Yes,Yes,Yes,OTP_BANK_OTPVHUHB,Card Account data not available 
OTP Banka,KBMASI2X,SI,90,No,Yes,Yes,Yes,Yes,OTP_BANKA_KBMASI2X,
OTP banka,OTPVHR2X,HR,730,No,Yes,Yes,Yes,Yes,OTP_BANKA_HR_OTPVHR2X,
Oberbank,OBKLHUHBXXX,HU AT SK DE CZ,90,Yes,Yes,Yes,Yes,Yes,OBERBANK_OBKLHUHB,
Odal Sparebank,ODASNO21,NO,90,No,Yes,Yes,Yes,Yes,ODAL_SPAREBANK_ODASNO21,
Oma Säästöpankki,OMSAFI2S,FI,365,No,Yes,Yes,Yes,Yes,OMASP_OMSAFI2S,
Onstmettinger Bank,GENODES1ONS,DE,400,Yes,No,Yes,Yes,Yes,ONSTMETTINGER_BANK_GENODES1ONS,
Opel Mastercard,SKHSFI21,SE,390,No,Yes,Yes,No,No,OPEL_MASTERCARD_DECOUPLED_SKHSFI21,
Opel Mastercard,SKHSFI21,SE,390,No,Yes,Yes,No,No,OPEL_MASTERCARD_SKHSFI21,
Opel Mastercard Corporate,SKHSFI21,FI,390,No,Yes,Yes,No,No,OPEL_MASTERCARD_CORP_SKHSFI21,
Openbank,OPENESMM,ES,730,Yes,No,No,No,No,OPENBANK_OPENESMM,*Support for Card accounts is not available 
Oppdalsbanken,OPPDNO21,NO,90,No,Yes,Yes,Yes,Yes,OPPDALSBANKEN_OPPDNO21,
Optima Bank,IBOGGRAA,GR,365,No,Yes,Yes,Yes,Yes,OPTIMA_IBOGGRAA,
Opus card (Newday),NEWDUK00X16,GB,730,No,Yes,Yes,No,No,NEWDAY_OPUS_NEWDUK00X16,
Opyn,BITAITRRB2B,IT,730,Yes,Yes,Yes,Yes,Yes,OPYN_BITAITRRB2B,"Requires two requisitios for gathering historical data and having continuous access to the account
Knowledge article reference: https://bankaccountdata.zendesk.com/hc/en-gb/articles/11529718632476-Extended-history-and-continuous-access-edge-cases "
Orange Bank,GPBAFRPPXXX,FR,90,Yes,Yes,Yes,No,No,ORANGEBANK_GPBAFRPPXXX,
Orkla Sparebank,OKDLNO21,NO,90,No,Yes,Yes,Yes,Yes,ORKLA_SPAREBANK_OKDLNO21,
Oslofjord Sparebank,TELENO21,NO,90,No,Yes,Yes,Yes,Yes,OSLOFJORD_SPAREBANK_TELENO21,
Ostfriesische Volksbank,GENODEF1LER,DE,400,Yes,No,Yes,Yes,Yes,OSTFRIESISCHE_VOLKSBANK_GENODEF1LER,
OstseeSparkasse Rostock,NOLADE21ROS,DE,360,No,Yes,Yes,Yes,Yes,OSTSEESPARKASSE_ROSTOCK_NOLADE21ROS,
Ostsächsische Sparkasse Dresden,OSDDDE81XXX,DE,360,No,Yes,Yes,Yes,Yes,OSTSACHSISCHE_SPARKASSE_DRESDEN_OSDDDE81XXX,
Otto M Schröder Bank,OSCBDEH1XXX,DE,400,Yes,No,Yes,Yes,Yes,OTTO_M_SCHRODER_BANK_OSCBDEH1XXX,
PKO Bank Polski,BPKOPLPW,PL,360,No,No,Yes,Yes,No,PKO_BPKOPLPW,
PKO Bank Polski iPKO Biznes,BPKOPLPW,PL,360,No,No,No,Yes,Yes,PKO_BUSINESS_BPKOPLPW,
POP Pankki,POPFFI22,FI,365,No,Yes,Yes,Yes,Yes,POPPANKKI_POPFFI22,
PPF Banka,PMBPCZPPXXX,CZ,730,No,No,Yes,Yes,Yes,PPFBANKA_PMBPCZPPXXX,
PSD Bank Braunschweig,GENODEF1P02,DE,400,Yes,No,Yes,Yes,Yes,PSD_BANK_BRAUNSCHWEIG_GENODEF1P02,
PSD Bank Hannover,GENODEF1P09,DE,400,Yes,No,Yes,Yes,Yes,PSD_BANK_HANNOVER_GENODEF1P09,
PSD Bank Hessen-Thüringen,GENODEF1P06,DE,400,Yes,No,Yes,Yes,Yes,PSD_BANK_HESSEN_THURINGEN_GENODEF1P06,
PSD Bank Karlsruhe-Neustadt,GENODEF1P10,DE,400,Yes,No,Yes,Yes,Yes,PSD_BANK_KARLSRUHE_NEUSTADT_GENODEF1P10,
PSD Bank Koblenz,GENODEF1P12,DE,400,Yes,No,Yes,Yes,Yes,PSD_BANK_KOBLENZ_GENODEF1P12,
PSD Bank München,GENODEF1P14,DE,400,Yes,No,Yes,Yes,Yes,PSD_BANK_MUNCHEN_GENODEF1P14,
PSD Bank Nord,GENODEF1P08,DE,400,Yes,No,Yes,Yes,Yes,PSD_BANK_NORD_GENODEF1P08,
PSD Bank Nürnberg,GENODEF1P17,DE,400,Yes,No,Yes,Yes,Yes,PSD_BANK_NURNBERG_GENODEF1P17,
PSD Bank Rhein-Ruhr,GENODEF1P05,DE,400,Yes,No,Yes,Yes,Yes,PSD_BANK_RHEIN_RUHR_GENODEF1P05,
PSD Bank RheinNeckarSaar,GENODEF1P20,DE,400,Yes,No,Yes,Yes,Yes,PSD_BANK_RHEINNECKARSAAR_GENODEF1P20,
PSD Bank West,GENODEF1P13,DE,400,Yes,No,Yes,Yes,Yes,PSD_BANK_WEST_GENODEF1P13,
Pareto Bank ASA,PTAANOK1,NO,90,No,Yes,Yes,Yes,Yes,PARETO_PTAANOK1,
Pax-Bank Kirche und Caritas,GENODED1PAX,DE,400,Yes,No,Yes,Yes,Yes,PAX_BANK_KIRCHE_UND_CARITAS_GENODED1PAX,
PayPal,PPLXLULLXXX,US GB NO SE FI DK EE LV LT NL CZ ES PL BE DE AT BG HR CY FR GR HU IS IE IT LI LU MT PT RO SK SI,90,No,No,Yes,Yes,Yes,PAYPAL_PPLXLULL,Bank allows one account connection per requisition. The General Currency Conversion movements are not being returned as transactions or otherwise in the API response.
Paysera,EVIULT21XXX,US GB NO SE FI DK EE LV LT NL CZ ES PL BE DE AT BG HR CY FR GR HU IS IE IT LI LU MT PT RO SK SI,90,No,No,Yes,Yes,Yes,PAYSERA_EVIULT21XXX,Bank allows 1 account per requisition
Paytipper,PAYTITM1,IT,730,Yes,Yes,Yes,Yes,Yes,PAYTIPPER_PAYTITM1,"Requires two requisitios for gathering historical data and having continuous access to the account
Knowledge article reference: https://bankaccountdata.zendesk.com/hc/en-gb/articles/11529718632476-Extended-history-and-continuous-access-edge-cases "
PenSam Bank,PENFDK22,DK,730,Yes,Yes,Yes,Yes,Yes,PENSAM_PENFDK22,
Permanent TSB,IPBSIE2D,IE,89,No,Yes,Yes,Yes,Yes,PERMANENT_TSB_IPBSIE2D,Maximum transaction history is 89 days
Pictet,PICTLULX,LU,730,No,Yes,Yes,Yes,Yes,PICTET_PICTLULX,
Piraeus Bank,PIRBGRAA,GR,360,Yes,No,Yes,Yes,Yes,PIRAEUS_PIRBGRAA,Doesn't support Card accounts or retrieve Card transactions.
Pleo,PLEODK00,DK IE GB SE DE ES,90,No,Yes,Yes,Yes,Yes,PLEO_PLEODK00,
Podravska Banka,PDKCHR2X,HR,730,Yes,Yes,Yes,No,No,PODRAVSKA_PDKCHR2X,
Porsche Bank,PORLROBU,RO,730,No,Yes,Yes,Yes,Yes,PORSCHE_PORLROBU,
Post Luxembourg,CCPLLULL,LU,730,Yes,Yes,Yes,No,No,POST_CCPLLULL,
Postbank,BPBIBGSF,BG,730,No,No,No,No,No,POSTBANK_BPBIBGSF,
Postbank,PBNKDEFFXXX,DE,365,Yes,Yes,Yes,Yes,Yes,POSTBANK_PBNKDEFFXXX,
Poste Italiane - Banco Posta,BPPIITRRXXX,IT,365,Yes,No,Yes,No,No,POSTE_ITALIANE_BANCO_POSTA_BPPIITRRXXX,Not possible to retrieve data from card accounts. 
Poste Italiane - Banco Posta Corporate,BPPIITRRXXX,IT,365,Yes,No,No,No,Yes,POSTE_ITALIANE_BANCO_POSTA_CORPORATE_BPPIITRRXXX,
PostePay,BPPIITRRXXX,IT,365,Yes,No,Yes,No,No,POSTE_PAY_BPPIITRRXXX,
Prader Bank ,PRRDIT21XXX,IT,365,Yes,No,Yes,Yes,Yes,PRADER_BANK_PRRDIT21XXX,
Prima Banka,KOMASK2X,SK,90,Yes,Yes,Yes,No,No,PRIMABANK_KOMASK2X,
Primorska Hranilnica,HKVISI22,SI,90,No,Yes,Yes,Yes,Yes,PRIMORSKA_HRANILNICA_HKVISI22,"Only one account can be connected per one connection, for multiple accounts multiple requisitions should be created"
Privredna banka Zagreb,PBZGHR2X,HR,90,No,No,Yes,No,No,PBZ_PBZGHR2X,Only 1 active consent per PSU at the same time. 
ProCredit Bank,MIROROBU,RO,90,No,No,No,No,No,PROCREDIT_RO_MIROROBU,
Pulse card (Newday),NEWDUK00X17,GB,730,No,Yes,Yes,No,No,NEWDAY_PULSE_NEWDUK00X17,
Qonto,QNTOESB2XXX,ES,730,No,Yes,Yes,Yes,Yes,QONTO_QNTOESB2XXX,
Qonto,QNTOFRP1,PT BE AT FR NL,730,No,Yes,Yes,Yes,Yes,QONTO_QNTOFRP1,
Qonto,QNTOITM2XXX,IT,730,No,Yes,Yes,Yes,Yes,QONTO_QNTOITM2XXX,
Qonto,QNTODEB2XXX,DE,730,No,Yes,Yes,Yes,Yes,QONTO_QNTODEB2XXX,
Quintet Private Bank,KBLXLULL,LU,730,Yes,Yes,Yes,Yes,Yes,QUINTET_KBLXLULL,
RSB RetailService Bank,SABUDES1XXX,DE,400,Yes,No,Yes,Yes,Yes,RSB_RETAILSERVICE_BANK_SABUDES1XXX,
Rabobank,RABONL2U,NL,730,Yes,No,Yes,No,No,RABOBANK_RABONL2U,"1) If a transaction request is made with todays date (example 24.10), then the bank will return only transactions till (example 23.10 23:59)
Data should be requested at least once every 4 days in order to keep the connection, if account data has not been requested for 5 days or more access to this account will expire. 
"
Raiffeisen - meine Bank,GENODEF1FYS,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISEN_MEINE_BANK_GENODEF1FYS,
Raiffeisen Baiertal,GENODE61WIB,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISEN_BAIERTAL_GENODE61WIB,
Raiffeisen Bank,UBRTHUHB,HU,90,No,Yes,Yes,Yes,Yes,RAIFFEISEN_UBRTHUHB,"Only be one active consent for the same PSU-ID, regardless of the accounts."
Raiffeisen Bank,RZBAATWW,AT,730,No,Yes,Yes,No,No,RAIFFEISEN_AT_RZBAATWW,Only one consent can be active per PSU-ID
Raiffeisen Bank,RZBHHR2X,HR,730,No,Yes,Yes,Yes,Yes,RAIFFEISEN_RZBHHR2X,Only one consent can be active per PSU-ID
Raiffeisen Bank,RZBRROBU,RO,90,No,Yes,Yes,Yes,Yes,RAIFFEISEN_RZBRROBU,Credit Card accounts are not supported. 
Raiffeisen Bank,RZBCCZPP,CZ,730,Yes,No,Yes,Yes,Yes,RAIFFEISEN_RZBCCZPP,
Raiffeisen Bank Corporate,RZBHHR2X,HR,730,No,Yes,Yes,Yes,Yes,RAIFFEISEN_CORP_RZBHHR2X,Only one consent can be active per PSU-ID
Raiffeisen Bank Corporate,RZBRROBU,RO,90,No,Yes,Yes,Yes,Yes,RAIFFEISEN_CORPORATE_RZBRROBU,
Raiffeisen Banka,CCRALULLXXX,SK,393,No,Yes,Yes,Yes,Yes,RAIFFEISEN_CCRALULLXXX,
Raiffeisen Landesbank Sudtirol AG,RZSBIT21,IT,730,No,Yes,Yes,Yes,Yes,RAIFFEISEN_SUDTIROL_RZSBIT21,
Raiffeisen SparKreditbank,GENODEF1LAU,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISEN_SPARKREDITBANK_GENODEF1LAU,
Raiffeisen-Bank Eschweiler,GENODED1RSC,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISEN_BANK_ESCHWEILER_GENODED1RSC,
Raiffeisen-Volksbank,GENODEF1UPL,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISEN_VOLKSBANK_GENODEF1UPL,
Raiffeisen-Volksbank Bad Staffelstein,GENODEF1SFF,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISEN_VOLKSBANK_BAD_STAFFELSTEIN_GENODEF1SFF,
Raiffeisen-Volksbank Donauwörth,GENODEF1DON,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISEN_VOLKSBANK_DONAUWORTH_GENODEF1DON,
Raiffeisen-Volksbank Ebersberg,GENODEF1ASG,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISEN_VOLKSBANK_EBERSBERG_GENODEF1ASG,
Raiffeisen-Volksbank Fresena,GENODEF1MAR,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISEN_VOLKSBANK_FRESENA_GENODEF1MAR,
Raiffeisen-Volksbank Haßberge,GENODEF1HAS,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISEN_VOLKSBANK_HABERGE_GENODEF1HAS,
Raiffeisen-Volksbank Hermsdorfer Kreuz,GENODEF1HMF,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISEN_VOLKSBANK_HERMSDORFER_KREUZ_GENODEF1HMF,
Raiffeisen-Volksbank Neustadt,GENODEF1NST,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISEN_VOLKSBANK_NEUSTADT_GENODEF1NST,
Raiffeisen-Volksbank Oder-Spree,GENODEF1BKW,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISEN_VOLKSBANK_ODER_SPREE_GENODEF1BKW,
Raiffeisen-Volksbank Ries,GENODEF1NOE,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISEN_VOLKSBANK_RIES_GENODEF1NOE,
Raiffeisen-Volksbank Tüssling-Unterneukirchen,GENODEF1TUS,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISEN_VOLKSBANK_TUSSLING_UNTERNEUKIRCHEN_GENODEF1TUS,
Raiffeisenbank Aichhalden-Hardt- Sulgen,GENODES1HAR,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_AICHHALDEN_HARDT_SULGEN_GENODES1HAR,
Raiffeisenbank Aidlingen,GENODES1AID,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_AIDLINGEN_GENODES1AID,
Raiffeisenbank Aindling,GENODEF1AIL,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_AINDLING_GENODEF1AIL,
Raiffeisenbank Aitrang-Ruderatshofen,GENODEF1AIT,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_AITRANG_RUDERATSHOFEN_GENODEF1AIT,
Raiffeisenbank Alteglofsheim-Hagelstadt,GENODEF1HGA,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_ALTEGLOFSHEIM_HAGELSTADT_GENODEF1HGA,
Raiffeisenbank Altmühl-Jura,GENODEF1GDG,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_ALTMUHL_JURA_GENODEF1GDG,
Raiffeisenbank Altschweier,GENODE61ALR,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_ALTSCHWEIER_GENODE61ALR,
Raiffeisenbank Anger,GENODEF1AGE,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_ANGER_GENODEF1AGE,
Raiffeisenbank Aresing-Gerolsbach,GENODEF1GSB,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_ARESING_GEROLSBACH_GENODEF1GSB,
Raiffeisenbank Arnstorf,GENODEF1ARF,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_ARNSTORF_GENODEF1ARF,
Raiffeisenbank Aschau-Samerberg,GENODEF1ASU,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_ASCHAU_SAMERBERG_GENODEF1ASU,
Raiffeisenbank Auerbach-Freihung,GENODEF1AUO,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_AUERBACH_FREIHUNG_GENODEF1AUO,
Raiffeisenbank Augsburger Land West,GENODEF1ZUS,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_AUGSBURGER_LAND_WEST_GENODEF1ZUS,
Raiffeisenbank Bad Kötzting,GENODEF1KTZ,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_BAD_KOTZTING_GENODEF1KTZ,
Raiffeisenbank Bad Saulgau,GENODES1SAG,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_BAD_SAULGAU_GENODES1SAG,
Raiffeisenbank Bad Schussenried,GENODES1RBS,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_BAD_SCHUSSENRIED_GENODES1RBS,
