Name,SWIFT,Countries,Maximum Transaction History,GoCardless account selection,Pending Transactions,Private Accounts,Business Accounts,Corporate Accounts,Institution_id,Unique aspects of bank
Stadtsparkasse Solingen,SOLSDE33XXX,DE,360,No,Yes,Yes,Yes,Yes,SSK_SOLINGEN_SOLSDE33XXX,
Stadtsparkasse Wedel,NOLADE21WED,DE,360,No,Yes,Yes,Yes,Yes,SSK_WEDEL_NOLADE21WED,
Stadtsparkasse Wermelskirchen,WELADED1WMK,DE,360,No,Yes,Yes,Yes,Yes,SSK_WERMELSKIRCHEN_WELADED1WMK,
Stadtsparkasse Wuppertal,WUPSDE33XXX,DE,360,No,Yes,Yes,Yes,Yes,SSK_WUPPERTAL_WUPSDE33XXX,
Starling,SRLGGB3L,GB,730,No,No,Yes,Yes,No,STARLING_SRLGGB3L,
Steiermärkische Bank und Sparkassen AG,STSPAT2GXXX,AT,730,No,No,Yes,Yes,Yes,STEIERMARKISCHE_BANK_UND_SPARKASSEN_AG_STSPAT2GXXX,
Steyler Bank,GENODED1STB,DE,400,Yes,No,Yes,Yes,Yes,STEYLER_BANK_GENODED1STB,
Storebrand,STFBNOKK,NO,720,Yes,No,Yes,Yes,Yes,STOREBRAND_STFBNOKK,
Stripe,STPUIE21,US GB NO SE FI DK EE LV LT NL CZ ES PL BE DE AT BG HR CY FR GR HU IS IE IT LI LU MT PT RO SK SI,730,No,Yes,Yes,Yes,Yes,STRIPE_STPUIE21,"1)To see transactions history, the end user who connects profile should have same permissions as `owner` or `administrator` for that account. 2)Balance type for ""Funds held due to negative balances on connected accounts"" - is not returned."
Strømmen Sparebank,STMMNO21,NO,90,No,Yes,Yes,Yes,Yes,STROMMEN_SPAREBANK_STMMNO21,
Sumitomo Mitsui Banking Corporation,SMBCBEBB,BE,730,No,Yes,No,No,Yes,SMBC_SMBCBEBB,
Sumitomo Mitsui Banking Corporation,SMBCFRPP,FR,730,No,Yes,No,No,Yes,SMBC_SMBCFRPP,
Sumitomo Mitsui Banking Corporation,SMBCGB2L,GB,730,No,Yes,No,No,Yes,SMBC_SMBCGB2L,
Sumitomo Mitsui Banking Corporation,SMBCDEDDXXX,DE,730,No,Yes,No,No,Yes,SMBC_SMBCDEDD,
Sunndal Sparebank,SUSANO21,NO,90,No,Yes,Yes,Yes,Yes,SUNNDAL_SPAREBANK_SUSANO21,
Swan,SWNBFR22,NO SE FI DK EE LV LT NL CZ ES PL BE DE AT BG HR CY FR GR HU IS IE IT LI LU MT PT RO SK SI,90,No,Yes,Yes,Yes,Yes,SWAN_SWNBFR22,
Swedbank,SWEDNOKK,NO,90,No,Yes,Yes,Yes,Yes,SWEDBANK_SWEDNOKK,"1)Requires two requisitios for gathering historical data and having continuous access to the account
Knowledge article reference: https://bankaccountdata.zendesk.com/hc/en-gb/articles/11529718632476-Extended-history-and-continuous-access-edge-cases 2)In order to retrieve account OwnerName. It's important to first request /transactions and then it will be returned with /details response. 3) When authorizing PIN can be asked multiple times. To authorize, to give consent and to give separate consent for retrieving more that 90 day transaction history. "
Swedbank,HABALV22,LV,730,Yes,Yes,Yes,Yes,Yes,SWEDBANK_HABALV22,"1)Requires two requisitios for gathering historical data and having continuous access to the account
Knowledge article reference: https://bankaccountdata.zendesk.com/hc/en-gb/articles/11529718632476-Extended-history-and-continuous-access-edge-cases 2)In order to retrieve account OwnerName. It's important to first request /transactions and then it will be returned with /details response. 3) When authorizing PIN can be asked multiple times. To authorize, to give consent and to give separate consent for retrieving more that 90 day transaction history. "
Swedbank,SWEDSESS,SE,730,Yes,Yes,Yes,Yes,Yes,SWEDBANK_SWEDSESS,"1)Requires two requisitios for gathering historical data and having continuous access to the account
Knowledge article reference: https://bankaccountdata.zendesk.com/hc/en-gb/articles/11529718632476-Extended-history-and-continuous-access-edge-cases 2)In order to retrieve account OwnerName. It's important to first request /transactions and then it will be returned with /details response. 3) When authorizing PIN can be asked multiple times. To authorize, to give consent and to give separate consent for retrieving more that 90 day transaction history. 
4) It is possible to bypass signing MFA (such as BankID) for each account in >90 day history cases by selecting only the transactions scope. 5) If trying to connect a savings account and unsuccessful, try SPARBANKERNA_SWEDSESS instead.
6)Currently it is possible to only authorize with BankID."
Swedbank,HABALT22,LT,730,Yes,Yes,Yes,Yes,Yes,SWEDBANK_HABALT22,"1)Requires two requisitios for gathering historical data and having continuous access to the account
Knowledge article reference: https://bankaccountdata.zendesk.com/hc/en-gb/articles/11529718632476-Extended-history-and-continuous-access-edge-cases 2)In order to retrieve account OwnerName. It's important to first request /transactions and then it will be returned with /details response. 3) When authorizing PIN can be asked multiple times. To authorize, to give consent and to give separate consent for retrieving more that 90 day transaction history. "
Swedbank,HABAEE2X,EE,730,Yes,Yes,Yes,Yes,Yes,SWEDBANK_HABAEE2X,"1)Requires two requisitios for gathering historical data and having continuous access to the account
Knowledge article reference: https://bankaccountdata.zendesk.com/hc/en-gb/articles/11529718632476-Extended-history-and-continuous-access-edge-cases 2)In order to retrieve account OwnerName. It's important to first request /transactions and then it will be returned with /details response. 3) When authorizing PIN can be asked multiple times. To authorize, to give consent and to give separate consent for retrieving more that 90 day transaction history. (Sweden only)"
Swedbank Corporate,SWEDSESS,SE,730,Yes,Yes,Yes,Yes,Yes,SWEDBANK_SE_CORP_SWEDSESS,
Sydbank,SYBKDK22,DK,730,Yes,Yes,Yes,No,No,SYDBANK_SYBKDK22,
Sydbank,SYBKDE22XXX,DE,90,No,No,Yes,No,No,SYDBANK_SYBKDE22,
Sydbank Corporate,SYBKDK22,DK,730,Yes,Yes,No,Yes,Yes,SYDBANK_CORP_SYBKDK22,
Sydjysk Sparekasse,FROSDK21,DK,720,Yes,No,Yes,Yes,Yes,SYDJYSK_SPAREKASSE_FROSDK21,
Sylter Bank,GENODEF1SYL,DE,400,Yes,No,Yes,Yes,Yes,SYLTER_BANK_GENODEF1SYL,
Säästöpankki,ITELFIHH,FI,365,No,Yes,Yes,Yes,Yes,SAASTOPANKKI_ITELFIHH,
Søgne og Greipstad Sparebank,SOGSNO21,NO,90,No,Yes,Yes,Yes,Yes,SOGNE_OG_GREIPSTAD_SPAREBANK_SOGSNO21,
Sønderhå-Hørsted Sparekasse,SOHODK21,DK,720,Yes,No,Yes,Yes,Yes,SONDERHAHORSTED_SPAREKASSE_SOHODK21,
Südtiroler Sparkasse Niederlassung München,SUSKDEM1XXX,DE,400,Yes,No,Yes,Yes,Yes,SUDTIROLER_SPARKASSE_NIEDERLASSUNG_MUNCHEN_SUSKDEM1XXX,
Südwestbank,SWBSDESSXXX,DE,400,Yes,No,Yes,Yes,Yes,SUDWESTBANK_SWBSDESSXXX,
TIM,HYEEIT22,IT,730,Yes,Yes,Yes,Yes,Yes,TIM_HYEEIT22,"Requires two requisitios for gathering historical data and having continuous access to the account
Knowledge article reference: https://bankaccountdata.zendesk.com/hc/en-gb/articles/11529718632476-Extended-history-and-continuous-access-edge-cases "
TSB Bank,TSBSGB2A,GB,730,No,Yes,Yes,Yes,No,TSB_GB_TSBSGB2A,
TUI card (Newday),NEWDUK00X20,GB,730,No,Yes,Yes,No,No,NEWDAY_TUI_NEWDUK00X20,
Takarékbank (MBH Bank Nyrt),TAKBHUHB,HU,730,No,Yes,Yes,No,No,TAKAREKBANK_TAKBHUHB,"This integration can still be accessed but the bank has been merged under MHB, so the bank authorisation process will take the user there. The PSU can proceed with their normal login credentials."
Targobank,CMCIDEDDXXX,DE,90,No,Yes,Yes,No,No,TARGOBANK_CMCIDEDD,
Tatra Banka,TATRSKBXXXX,SK,393,No,Yes,Yes,Yes,Yes,TATRABANKA_TATRSKBXXXX,
Taunus Sparkasse,HELADEF1TSK,DE,360,No,Yes,Yes,Yes,Yes,TANUS_SPARKASSE_HELADEF1TSK,
Tesco Bank,TPFGGB2E,GB,730,No,No,Yes,No,No,TESCOBANK_TPFGGB2E,
The Co-Operative Bank Business,CPBKGB22,GB,730,No,No,No,Yes,No,COOPERATIVE_CPBKGB22,
The Co-Operative Bank Retail,CPBKGB22,GB,390,No,No,Yes,No,No,COOPERATIVE_RETAIL_CPBKGB22,
Tide,TIDEGB00X01,GB,730,No,Yes,No,Yes,No,TIDE_TIDEGB00X01,
Tinn Sparebank,TINNNO21,NO,90,No,Yes,Yes,Yes,Yes,TINN_SPAREBANK_TINNNO21,
Tolga-Os Sparebank,TOSPNO21,NO,720,Yes,No,Yes,Yes,Yes,TOLGAOS_SPAREBANK_TOSPNO21,
Tomorrow,SOBKDEB2XXX,DE,90,Yes,No,Yes,No,No,TOMORROW_SOBKDEBB,"To establish a connection with any of those banks via GoCardless Bank Account Data, the end user would need to link their account to My Solaris first. https://bankaccountdata.zendesk.com/hc/en-gb/articles/11529758958492-Solaris-OB-provider "
Totens Sparebank,TOTENO21,NO,90,No,Yes,Yes,Yes,Yes,TOTENS_SPAREBANK_TOTENO21,
Triodos Bank,TRIONL2U,NL,730,Yes,Yes,Yes,Yes,Yes,TRIODOS_TRIONL2U,
Triodos Bank,TRODDEF1XXX,DE,400,Yes,No,Yes,Yes,Yes,TRIODOS_BANK_NV_DEUTSCHLAND_TRODDEF1XXX,
Triodos Bank,TRIOGB22,GB,730,Yes,Yes,Yes,Yes,No,TRIODOS_TRIOGB22,
Triodos Bank,TRIOESMM,ES,90,No,No,Yes,No,No,TRIODOS_ES_TRIOESMM,Connection is possible only for private accounts. Company accounts are not supported 
Triodos Bank,TRIOBEBB,BE,730,Yes,Yes,Yes,Yes,Yes,TRIODOS_BENL_TRIOBEBB,
Trondelag Sparebank,AFJONO21,NO,90,No,Yes,Yes,Yes,Yes,TRONDELAG_SPAREBANK_AFJONO21,
Trondelag Sparebank,HEMNNO21,NO,90,No,Yes,Yes,Yes,Yes,TRONDELAG_SPAREBANK_HEMNNO21,
Trøgstad Sparebank,TRSPNO21,NO,90,No,Yes,Yes,Yes,Yes,TROGSTAD_SPAREBANK_TRSPNO21,
Tysnes Sparebank,TYSSNO21,NO,90,No,Yes,Yes,Yes,Yes,TYSNES_SPAREBANK_TYSSNO21,
UBS,UBSWGB2L,GB,730,No,No,Yes,Yes,Yes,UBS_UBSWGB2L,
UBS,UBSWDEFFXXX,DE,730,No,No,Yes,Yes,Yes,UBS_UBSWDEFF,
UBS,UBSWITMM,IT,730,No,No,No,No,No,UBS_UBSWITMM,
UBS,UBSWLULL,LU,730,No,No,No,No,No,UBS_UBSWLULL,
UBS,UBSWFRPP,FR,730,No,No,Yes,Yes,Yes,UBS_UBSWFRPP,
UNION-BANK,UNBNDE21XXX,DE,400,Yes,No,Yes,Yes,Yes,UNION_BANK_UNBNDE21XXX,
Ulster Bank,ULSBGB2B,GB,730,No,Yes,Yes,Yes,No,ULSTER_ULSBGB2B,
UmweltBank,UMWEDE7NXXX,DE,400,Yes,No,Yes,Yes,Yes,UMWELTBANK_UMWEDE7NXXX,
Unicaja Banco,UCJAES2M,ES,730,Yes,No,Yes,Yes,Yes,UNICAJA_UCJAES2M,
Unicre - Instituição Financeira de Crédito,UIFCPTP1XXX,PT,90,No,Yes,Yes,Yes,Yes,UNICRE_UIFCPTP1XXX,
Unicredit,UNCRSKBX,SK,365,No,Yes,Yes,Yes,Yes,UNICREDIT_UNCRSKBX,
Unicredit,BACXCZPP,CZ,365,No,Yes,Yes,Yes,Yes,UNICREDIT_BACXCZPP,
Unicredit,UNCRITMM,IT,730,No,Yes,Yes,Yes,Yes,UNICREDIT_UNCRITMM,
Unicredit,BACXROBU,RO,365,No,Yes,Yes,Yes,Yes,UNICREDIT_BACXROBU,
Unicredit - Buddy Bank,UNCRITMM,IT,730,No,Yes,Yes,Yes,Yes,UNICREDIT_BUDDYBANK_UNCRITMM,
Unicredit Bank Hungary Zrt.,BACXHUHB,HU,365,No,Yes,Yes,Yes,Yes,UNICREDIT_BACXHUHB,
Unicredit Banka Slovenija,BACXSI22,SI,365,No,Yes,Yes,Yes,Yes,UNICREDIT_BACXSI22,
Unicredit Bulbank,UNCRBGSF,BG,365,No,No,Yes,Yes,Yes,UNICREDIT_UNCRBGSF,
Union Bancaire Privée,UBPGMCMX,FR,730,Yes,Yes,Yes,Yes,Yes,UNION_UBPGMCMX,
Union Bancaire Privée,DBSALULL,LU,730,Yes,Yes,Yes,Yes,Yes,UNION_DBSALULL,
Union Bancaire Privée Europe,DBSALULLFND,LU,730,Yes,Yes,Yes,Yes,Yes,UNION_DBSALULLFND,
Union Bancaire Privée London,UBPGGB2X,GB,730,Yes,Yes,Yes,No,No,UNION_UBPGGB2X,
Union Bancaire Privée des Moulins,UBPGMCMXT2S,FR,730,Yes,Yes,Yes,Yes,Yes,UNION_UBPGMCMXT2S,
United Bulgarian Bank,UBBSBGSF,BG,730,No,Yes,Yes,Yes,Yes,UBB_UBBSBGSF,
Unity Trust Bank,UYTBGB22,GB,730,No,Yes,No,No,Yes,UNITY_TRUST_UYTBGB22,
Urbo,MDBALT22XXX,LT,90,No,No,Yes,Yes,Yes,MEDICINOSBANK_MDBALT22XXX,"Requires two requisitios for gathering historical data and having continuous access to the account
Knowledge article reference: https://bankaccountdata.zendesk.com/hc/en-gb/articles/11529718632476-Extended-history-and-continuous-access-edge-cases "
VBU Volksbank im Unterland,GENODES1VLS,DE,400,Yes,No,Yes,Yes,Yes,VBU_VOLKSBANK_IM_UNTERLAND_GENODES1VLS,
VDK Bank,VDSPBE22XXX,BE,365,No,Yes,Yes,Yes,Yes,VDK_VDSPBE22XXX,
VR Bank Alsheim,GENODE51AHM,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_ALSHEIM_GENODE51AHM,
VR Bank Amberg-Sulzbach,GENODEF1AMV,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_AMBERG_SULZBACH_GENODEF1AMV,
VR Bank Augsburg-Ostallgäu,GENODEF1AUB,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_AUGSBURG_OSTALLGAU_GENODEF1AUB,
VR Bank Bad Orb-Gelnhausen,GENODE51GEL,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_BAD_ORB_GELNHAUSEN_GENODE51GEL,
VR Bank Bamberg-Forchheim,GENODEF1FOH,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_BAMBERG_FORCHHEIM_GENODEF1FOH,
VR Bank Bayreuth-Hof,GENODEF1HO1,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_BAYREUTH_HOF_GENODEF1HO1,
VR Bank Bergisch Gladbach-Leverkusen,GENODED1PAF,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_BERGISCH_GLADBACH_LEVERKUSEN_GENODED1PAF,
VR Bank Burglengenfeld,GENODEF1BLF,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_BURGLENGENFELD_GENODEF1BLF,
VR Bank Donau-Oberschwaben,GENODES1SLG,DE,400,Yes,No,Yes,Yes,Yes,VOLKSBANK_BAD_SAULGAU_GENODES1SLG,
VR Bank Dreieich-Offenbach,GENODE51DRE,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_DREIEICH_OFFENBACH_GENODE51DRE,
VR Bank Fulda,GENODE51FUL,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_FULDA_GENODE51FUL,
VR Bank HessenLand,GENODE51ALS,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_HESSENLAND_GENODE51ALS,
VR Bank Ihre Heimatbank eG ,GENODEF1ESA,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_IHRE_HEIMATBANK_GENODEF1ESA,
VR Bank Kempten-Oberallgäu,GENODEF1SFO,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_KEMPTEN_OBERALLGAU_GENODEF1SFO,
VR Bank Kitzingen,GENODEF1KT1,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_KITZINGEN_GENODEF1KT1,
VR Bank Lahn-Dill,GENODE51BIK,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_LAHN_DILL_GENODE51BIK,
VR Bank Lausitz,GENODEF1FWA,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_LAUSITZ_GENODEF1FWA,
VR Bank Main-Kinzig-Büdingen,GENODEF1LSR,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_MAIN_KINZIG_BUDINGEN_GENODEF1LSR,
VR Bank Metropolregion Nürnberg ,GENODEF1NEA,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_METROPOLREGION_NURNBERG_GENODEF1NEA,
VR Bank Mittelhaardt,GENODE61DUW,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_MITTELHAARDT_GENODE61DUW,
VR Bank Mittlere Oberpfalz,GENODEF1SWD,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_MITTLERE_OBERPFALZ_GENODEF1SWD,
VR Bank Monheim am Rhein ,GENODED1NLD,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_MONHEIM_AM_RHEIN_GENODED1NLD,
VR Bank München Land,GENODEF1OHC,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_MUNCHEN_LAND_GENODEF1OHC,
VR Bank Neuburg-Rain,GENODEF1ND2,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_NEUBURG_RAIN_GENODEF1ND2,
VR Bank Niederbayern-Oberpfalz,GENODEF1P18,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_NIEDERBAYERN_OBERPFALZ_GENODEF1P18,
VR Bank Nord,GENODEF1BDS,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_NORD_GENODEF1BDS,
VR Bank Oberfranken Mitte,GENODEF1KU1,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_OBERFRANKEN_MITTE_GENODEF1KU1,
VR Bank Ostholstein Nord - Plön,GENODEF1NSH,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_OSTHOLSTEIN_NORD_PLON_GENODEF1NSH,
VR Bank Rhein-Neckar,GENODE61MA2,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_RHEIN_NECKAR_GENODE61MA2,
VR Bank Ried-Überwald,GENODE51RBU,DE,400,Yes,No,Yes,Yes,Yes,RAIFFEISENBANK_RIED_GENODE51RBU,
VR Bank Schleswig-Mittelholstein,GENODEF1SLW,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_SCHLESWIG_MITTELHOLSTEIN_GENODEF1SLW,
VR Bank Schwäbisch Hall-Crailsheim,GENODES1SHA,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_SCHWABISCH_HALL_CRAILSHEIM_GENODES1SHA,
VR Bank Schwäbischer Wald,GENODES1WEL,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_SCHWABISCHER_WALD_GENODES1WEL,
VR Bank Starnberg-Herrsching-Landsberg,GENODEF1STH,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_STARNBERG_HERRSCHING_LANDSBERG_GENODEF1STH,
VR Bank Südliche Weinstraße-Wasgau,GENODE61BZA,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_SUDLICHE_WEINSTRAE_WASGAU_GENODE61BZA,
VR Bank Südpfalz,GENODE61SUW,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_SUDPFALZ_GENODE61SUW,
VR Bank Weimar,GENODEF1WE1,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_WEIMAR_GENODEF1WE1,
VR Bank Westfalen-Lippe,GENODEF1P15,DE,400,Yes,No,Yes,Yes,Yes,PSD_BANK_WESTFALEN_LIPPE_GENODEF1P15,
VR Bank Westküste,GENODEF1HUM,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_WESTKUSTE_GENODEF1HUM,
VR Bank in Holstein,GENODEF1PIN,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_IN_HOLSTEIN_GENODEF1PIN,
VR Bank in Thüringen,GENODEF1MU2,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_WESTTHURINGEN_GENODEF1MU2,
VR GenoBank DonauWald,GENODEF1DGV,DE,400,Yes,No,Yes,Yes,Yes,VR_GENOBANK_DONAUWALD_GENODEF1DGV,
VR PLUS Altmark-Wendland,GENODEF1WOT,DE,400,Yes,No,Yes,Yes,Yes,VR_PLUS_ALTMARK_WENDLAND_GENODEF1WOT,
VR PartnerBank Chattengau-Schwalm-Eder,GENODEF1HRV,DE,400,Yes,No,Yes,Yes,Yes,VR_PARTNERBANK_CHATTENGAU_SCHWALM_EDER_GENODEF1HRV,
VR SüdBank,GENODEF1LBB,DE,400,Yes,No,Yes,Yes,Yes,BAYERISCHE_BODENSEEBANK_GENODEF1LBB,
VR-Bank Alb-Blau-Donau,GENODES1REH,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_ALB_BLAU_DONAU_GENODES1REH,
VR-Bank Altenburger Land,GENODEF1SLR,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_ALTENBURGER_LAND_GENODEF1SLR,
VR-Bank Bad Salzungen Schmalkalden,GENODEF1SAL,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_BAD_SALZUNGEN_SCHMALKALDEN_GENODEF1SAL,
VR-Bank Bonn Rhein-Sieg,GENODED1RST,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_BONN_RHEIN_SIEG_GENODED1RST,
VR-Bank Coburg,GENODEF1COS,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_COBURG_GENODEF1COS,
VR-Bank Donau-Mindel,GENODEF1GZ2,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_DONAU_MINDEL_GENODEF1GZ2,
VR-Bank Ehningen-Nufringen,GENODES1EHN,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_EHNINGEN_NUFRINGEN_GENODES1EHN,
VR-Bank Ellwangen,GENODES1ELL,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_ELLWANGEN_GENODES1ELL,
VR-Bank Erding,GENODEF1ISE,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_ERDING_GENODEF1ISE,
VR-Bank Feuchtwangen-Dinkelsbühl,GENODEF1DKV,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_FEUCHTWANGEN_DINKELSBUHL_GENODEF1DKV,
VR-Bank Fichtelgebirge- Frankenwald,GENODEF1MAK,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_FICHTELGEBIRGE_FRANKENWALD_GENODEF1MAK,
VR-Bank Fläming,GENODEF1LUK,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_FLAMING_GENODEF1LUK,
VR-Bank Freudenberg-Niederfischbach,GENODEM1FRF,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_FREUDENBERG_NIEDERFISCHBACH_GENODEM1FRF,
VR-Bank Handels- und Gewerbebank,GENODEF1MTG,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_HANDELS_UND_GEWERBEBANK_GENODEF1MTG,
VR-Bank Isar-Vils,GENODEF1VBV,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_ISAR_VILS_GENODEF1VBV,
VR-Bank Ismaning Hallbergmoos Neufahrn,GENODEF1ISV,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_ISMANING_HALLBERGMOOS_NEUFAHRN_GENODEF1ISV,
VR-Bank Landau-Mengkofen,GENODEF1LND,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_LANDAU_MENGKOFEN_GENODEF1LND,
VR-Bank Landsberg-Ammersee,GENODEF1DSS,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_LANDSBERG_AMMERSEE_GENODEF1DSS,
VR-Bank Landshut,GENODEF1LH1,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_LANDSHUT_GENODEF1LH1,
VR-Bank Lichtenfels-Ebern,GENODEF1LIF,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_LICHTENFELS_EBERN_GENODEF1LIF,
VR-Bank Ludwigsburg,GENODES1VBB,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_LUDWIGSBURG_GENODES1VBB,
VR-Bank Main-Rhön,GENODEF1MLV,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_MAIN_RHOEN_GENODEF1MLV,
VR-Bank Memmingen,GENODEF1MM1,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_MEMMINGEN_GENODEF1MM1,
VR-Bank Mitte,GENODEF1ESW,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_MITTE_GENODEF1ESW,
VR-Bank Mittelfranken West,GENODEF1ANS,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_MITTELFRANKEN_WEST_GENODEF1ANS,
VR-Bank Mittelsachsen,GENODEF1DL1,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_MITTELSACHSEN_GENODEF1DL1,
VR-Bank Neu-Ulm,GENODEF1NU1,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_NEU_ULM_GENODEF1NU1,
VR-Bank NordRhön,GENODEF1HUE,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_NORDRHON_GENODEF1HUE,
VR-Bank Nordeifel,GENODED1SLE,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_NORDEIFEL_GENODED1SLE,
VR-Bank Osnabrücker Nordland,GENODEF1NOP,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_OSNABRUCKER_NORDLAND_GENODEF1NOP,
VR-Bank Ostalb,GENODES1AAV,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_OSTALB_GENODES1AAV,
VR-Bank Ostbayern-Mitte,GENODEF1SR1,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_OSTBAYERN_MITTE_GENODEF1SR1,
VR-Bank Passau,GENODEF1PA1,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_PASSAU_GENODEF1PA1,
VR-Bank Rottal-Inn,GENODEF1PFK,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_ROTTAL_INN_GENODEF1PFK,
VR-Bank Spangenberg-Morschen,GENODEF1SPB,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_SPANGENBERG_MORSCHEN_GENODEF1SPB,
VR-Bank Südwestpfalz Pirmasens - Zweibrücken,GENODE61ROA,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_SUDWESTPFALZ_PIRMASENS_ZWEIBRUCKEN_GENODE61ROA,
VR-Bank Taufkirchen-Dorfen,GENODEF1TAV,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_TAUFKIRCHEN_DORFEN_GENODEF1TAV,
VR-Bank Uckermark-Randow,GENODEF1PZ1,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_UCKERMARK_RANDOW_GENODEF1PZ1,
VR-Bank Vilshofen-Pocking,GENODEF1VIR,DE,400,Yes,No,Yes,Yes,Yes,VOLKSBANK_RAIFFEISENBANK_VILSHOFEN_GENODEF1VIR,
VR-Bank Werdenfels,GENODEF1GAP,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_WERDENFELS_GENODEF1GAP,
VR-Bank Westmünsterland,GENODEM1BOB,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_WESTMUNSTERLAND_GENODEM1BOB,
VR-Bank Würselen ,GENODED1WUR,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_WURSELEN_GENODED1WUR,
VR-Bank in Mittelbaden,GENODE61IFF,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_IN_MITTELBADEN_GENODE61IFF,
VR-Bank in Südniedersachsen,GENODEF1DRA,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_IN_SUDNIEDERSACHSEN_GENODEF1DRA,
VR-Bank in Südoldenburg,GENODEF1CLP,DE,400,Yes,No,Yes,Yes,Yes,VR_BANK_IN_SUDOLDENBURG_GENODEF1CLP,
